_3eme_filles;qp_a_proximite_o_n;nb_candidats_g;taux_de_reussite_g;nb_mentions_tb_g;taux_d_acces_6eme_3eme
49;Dans QP+200m    ;90;74.0;15;88.0
49;Dans QP+200m    ;79;77.0;12;85.0
81;Dans QP+200m    ;140;70.0;13;87.0
81;Dans QP+200m    ;135;76.0;17;91.0
69;Dans QP+200m    ;89;79.0;18;91.0
69;Dans QP+200m    ;99;83.0;34;93.0
13;Hors QP         ;31;94.0;9;93.0
42;Hors QP         ;77;78.0;14;89.0
42;Hors QP         ;74;62.0;12;83.0
55;Hors QP         ;95;76.0;23;89.0
55;Hors QP         ;88;81.0;16;82.0
54;Dans QP+200m    ;78;87.0;26;94.0
54;Dans QP+200m    ;92;87.0;16;94.0
59;Dans QP+200m    ;105;79.0;19;92.0
59;Dans QP+200m    ;104;74.0;13;93.0
53;Dans QP+200-300m;105;95.0;44;84.0
53;Dans QP+200-300m;95;92.0;37;88.0
46;Hors QP         ;56;95.0;18;80.0
46;Hors QP         ;72;97.0;22;89.0
61;Dans QP+200m    ;115;81.0;45;88.0
61;Dans QP+200m    ;81;63.0;19;87.0
84;Dans QP         ;124;68.0;13;78.0
84;Dans QP         ;115;75.0;15;82.0
43;Dans QP+200-300m;90;84.0;24;94.0
43;Dans QP+200-300m;98;91.0;37;91.0
46;Dans QP         ;64;80.0;11;82.0
46;Dans QP         ;60;93.0;12;88.0
22;Hors QP         ;31;90.0;18;90.0
33;Dans QP+200m    ;87;90.0;24;93.0
33;Dans QP+200m    ;65;89.0;13;87.0
45;Dans QP+200m    ;88;90.0;29;92.0
45;Dans QP+200m    ;72;93.0;20;93.0
63;Dans QP+200m    ;131;86.0;25;86.0
63;Dans QP+200m    ;109;89.0;24;95.0
59;Hors QP         ;117;81.0;21;90.0
59;Hors QP         ;134;80.0;27;90.0
41;Dans QP+200-300m;57;81.0;7;91.0
41;Dans QP+200-300m;83;66.0;17;85.0
40;Hors QP         ;76;82.0;10;91.0
40;Hors QP         ;68;91.0;14;91.0
29;Dans QP         ;60;88.0;16;94.0
29;Dans QP         ;48;85.0;6;86.0
74;Hors QP         ;107;89.0;22;95.0
74;Hors QP         ;103;94.0;27;97.0
56;Dans QP+200-300m;70;91.0;30;82.0
56;Dans QP+200-300m;91;92.0;41;85.0
61;Hors QP         ;122;76.0;22;85.0
61;Hors QP         ;139;72.0;35;87.0
65;Hors QP         ;90;87.0;22;88.0
65;Hors QP         ;94;81.0;21;89.0
66;Dans QP+200m    ;132;81.0;28;86.0
66;Dans QP+200m    ;135;76.0;32;87.0
42;Hors QP         ;58;91.0;13;84.0
42;Hors QP         ;55;85.0;15;90.0
102;Hors QP         ;147;89.0;41;83.0
102;Hors QP         ;180;91.0;51;84.0
57;Dans QP+200m    ;85;76.0;10;88.0
57;Dans QP+200m    ;69;71.0;9;85.0
85;Dans QP+200m    ;166;82.0;35;91.0
85;Dans QP+200m    ;153;88.0;35;92.0
69;Dans QP+200-300m;139;83.0;25;86.0
69;Dans QP+200-300m;138;86.0;22;94.0
29;Dans QP         ;43;65.0;6;89.0
29;Dans QP         ;37;54.0;2;75.0
46;Dans QP+200m    ;66;77.0;10;87.0
46;Dans QP+200m    ;77;78.0;18;92.0
94;Dans QP+200m    ;141;79.0;24;92.0
94;Dans QP+200m    ;160;74.0;15;96.0
90;Dans QP+200-300m;138;72.0;20;85.0
90;Dans QP+200-300m;150;81.0;41;87.0
99;Dans QP+200m    ;178;87.0;47;90.0
99;Dans QP+200m    ;170;92.0;54;89.0
77;Dans QP+200-300m;119;89.0;40;92.0
77;Dans QP+200-300m;119;91.0;40;98.0
71;Dans QP+200m    ;119;80.0;17;92.0
71;Dans QP+200m    ;106;81.0;14;90.0
53;Dans QP+200-300m;95;84.0;22;93.0
53;Dans QP+200-300m;105;87.0;42;87.0
68;Dans QP         ;96;84.0;17;82.0
68;Dans QP         ;80;76.0;16;89.0
75;Dans QP+200m    ;129;74.0;27;83.0
75;Dans QP+200m    ;127;75.0;28;87.0
35;Dans QP+200m    ;81;83.0;15;91.0
35;Dans QP+200m    ;75;68.0;12;90.0
70;Dans QP         ;127;86.0;25;86.0
70;Dans QP         ;132;77.0;30;87.0
102;Dans QP+200m    ;173;86.0;36;91.0
102;Dans QP+200m    ;175;79.0;28;82.0
73;Dans QP+200m    ;100;97.0;33;91.0
73;Dans QP+200m    ;121;94.0;53;91.0
23;Hors QP         ;38;95.0;15;86.0
23;Hors QP         ;48;98.0;22;86.0
86;Dans QP+200m    ;157;82.0;45;89.0
86;Dans QP+200m    ;156;81.0;43;88.0
63;Dans QP+200m    ;140;92.0;48;91.0
63;Dans QP+200m    ;136;82.0;36;94.0
57;Dans QP+200m    ;99;88.0;28;90.0
57;Dans QP+200m    ;81;98.0;29;92.0
37;Hors QP         ;75;80.0;16;91.0
37;Hors QP         ;66;79.0;20;86.0
71;Dans QP+200m    ;120;79.0;27;83.0
71;Dans QP+200m    ;100;80.0;29;89.0
70;Dans QP+200m    ;99;87.0;24;86.0
70;Dans QP+200m    ;108;80.0;23;82.0
85;Dans QP+200m    ;146;87.0;33;93.0
85;Dans QP+200m    ;162;81.0;30;91.0
46;Hors QP         ;84;70.0;9;87.0
46;Hors QP         ;78;79.0;12;89.0
86;Dans QP+200-300m;140;84.0;26;86.0
86;Dans QP+200-300m;143;87.0;40;87.0
45;Dans QP+200m    ;68;71.0;8;90.0
45;Dans QP+200m    ;70;79.0;11;73.0
46;Dans QP+200-300m;61;80.0;11;74.0
46;Dans QP+200-300m;75;76.0;7;68.0
82;Dans QP+200-300m;136;90.0;50;93.0
82;Dans QP+200-300m;143;93.0;58;92.0
57;Dans QP         ;135;76.0;37;92.0
57;Dans QP         ;148;76.0;30;88.0
53;Dans QP+200-300m;87;80.0;22;87.0
53;Dans QP+200-300m;89;78.0;8;76.0
51;Hors QP         ;52;81.0;13;87.0
51;Hors QP         ;74;81.0;10;86.0
64;Dans QP         ;96;81.0;16;90.0
64;Dans QP         ;70;77.0;11;81.0
43;Dans QP+200m    ;76;88.0;19;86.0
43;Dans QP+200m    ;83;86.0;16;89.0
67;Dans QP         ;100;89.0;32;88.0
67;Dans QP         ;112;76.0;19;92.0
46;Hors QP         ;74;82.0;12;92.0
46;Hors QP         ;77;73.0;15;84.0
78;Dans QP+200-300m;169;79.0;18;91.0
78;Dans QP+200-300m;170;84.0;26;94.0
81;Hors QP         ;142;84.0;39;88.0
81;Hors QP         ;133;80.0;26;90.0
54;Hors QP         ;93;70.0;7;90.0
54;Hors QP         ;95;72.0;14;88.0
68;Dans QP+200m    ;113;87.0;16;87.0
68;Dans QP+200m    ;114;87.0;14;88.0
78;Dans QP+200m    ;117;86.0;10;89.0
78;Dans QP+200m    ;128;79.0;13;90.0
28;Dans QP+200m    ;73;73.0;1;85.0
28;Dans QP+200m    ;49;71.0;7;85.0
78;Hors QP         ;130;72.0;18;90.0
78;Hors QP         ;117;85.0;19;88.0
59;Dans QP         ;101;79.0;12;80.0
59;Dans QP         ;92;65.0;5;87.0
69;Dans QP         ;116;78.0;22;88.0
69;Dans QP         ;105;82.0;19;89.0
57;Dans QP+200-300m;110;83.0;17;94.0
57;Dans QP+200-300m;113;90.0;20;96.0
74;Dans QP+200m    ;143;97.0;66;95.0
74;Dans QP+200m    ;144;98.0;54;90.0
65;Dans QP+200-300m;109;83.0;21;82.0
65;Dans QP+200-300m;93;69.0;10;86.0
61;Dans QP+200-300m;78;99.0;17;92.0
61;Dans QP+200-300m;82;98.0;24;96.0
86;Hors QP         ;162;82.0;18;86.0
86;Hors QP         ;147;84.0;32;88.0
91;Dans QP         ;126;91.0;21;96.0
91;Dans QP         ;171;92.0;36;92.0
57;Dans QP+200m    ;104;92.0;14;89.0
57;Dans QP+200m    ;96;91.0;14;92.0
66;Dans QP+200m    ;131;84.0;21;75.0
66;Dans QP+200m    ;136;87.0;21;75.0
103;Dans QP+200-300m;155;77.0;23;92.0
103;Dans QP+200-300m;185;84.0;55;90.0
83;Dans QP+200m    ;132;89.0;20;82.0
83;Dans QP+200m    ;128;92.0;23;81.0
51;Dans QP+200m    ;84;73.0;11;80.0
51;Dans QP+200m    ;87;72.0;13;79.0
128;Hors QP         ;210;74.0;35;88.0
128;Hors QP         ;250;72.0;36;87.0
46;Hors QP         ;78;88.0;19;89.0
46;Hors QP         ;109;81.0;22;95.0
50;Dans QP         ;72;76.0;7;88.0
50;Dans QP         ;82;73.0;7;77.0
37;Dans QP+200m    ;109;83.0;9;81.0
37;Dans QP+200m    ;110;83.0;18;79.0
66;Dans QP+200-300m;163;82.0;43;92.0
66;Dans QP+200-300m;144;88.0;47;92.0
45;Dans QP+200m    ;108;69.0;16;86.0
45;Dans QP+200m    ;113;74.0;20;90.0
71;Hors QP         ;143;81.0;36;89.0
71;Hors QP         ;149;87.0;24;89.0
71;Dans QP+200m    ;166;78.0;37;86.0
71;Dans QP+200m    ;160;83.0;59;90.0
33;Dans QP+200-300m;62;63.0;10;77.0
33;Dans QP+200-300m;54;67.0;9;83.0
53;Hors QP         ;118;64.0;21;91.0
53;Hors QP         ;103;78.0;34;95.0
56;Hors QP         ;85;74.0;15;95.0
56;Hors QP         ;95;80.0;22;88.0
45;Hors QP         ;64;83.0;20;84.0
45;Hors QP         ;64;84.0;12;84.0
92;Dans QP+200m    ;122;86.0;36;84.0
92;Dans QP+200m    ;141;87.0;39;87.0
20;Dans QP+200m    ;44;95.0;8;91.0
20;Dans QP+200m    ;58;81.0;14;86.0
71;Hors QP         ;140;90.0;35;91.0
71;Hors QP         ;112;84.0;15;91.0
66;Dans QP         ;137;66.0;15;78.0
66;Dans QP         ;109;87.0;20;83.0
108;Dans QP+200-300m;178;89.0;35;91.0
108;Dans QP+200-300m;178;78.0;40;94.0
73;Dans QP+200m    ;80;89.0;15;82.0
73;Dans QP+200m    ;101;87.0;20;91.0
77;Dans QP         ;102;78.0;16;88.0
77;Dans QP         ;125;81.0;19;87.0
59;Hors QP         ;84;79.0;15;90.0
59;Hors QP         ;83;87.0;8;93.0
61;Dans QP+200-300m;127;83.0;15;90.0
61;Dans QP+200-300m;109;78.0;21;89.0
53;Dans QP         ;145;82.0;26;92.0
53;Dans QP         ;129;84.0;16;93.0
50;Dans QP+200m    ;91;74.0;14;90.0
50;Dans QP+200m    ;114;68.0;17;95.0
65;Dans QP+200m    ;87;89.0;19;84.0
65;Dans QP+200m    ;86;83.0;21;76.0
75;Hors QP         ;153;78.0;41;95.0
75;Hors QP         ;127;83.0;18;93.0
99;Hors QP         ;93;91.0;22;92.0
99;Hors QP         ;125;90.0;37;95.0
62;Dans QP+200-300m;143;92.0;42;91.0
62;Dans QP+200-300m;135;93.0;31;95.0
59;Dans QP+200m    ;120;89.0;38;90.0
59;Dans QP+200m    ;110;87.0;36;93.0
75;Dans QP+200-300m;96;76.0;11;89.0
75;Dans QP+200-300m;102;85.0;24;87.0
44;Dans QP+200m    ;51;75.0;13;88.0
44;Dans QP+200m    ;45;87.0;14;86.0
70;Hors QP         ;95;82.0;18;87.0
70;Hors QP         ;89;79.0;25;79.0
25;Dans QP+200m    ;52;85.0;15;99.0
25;Dans QP+200m    ;54;89.0;17;88.0
60;Dans QP+200m    ;104;85.0;24;76.0
60;Dans QP+200m    ;106;74.0;10;81.0
31;Hors QP         ;43;81.0;11;93.0
31;Hors QP         ;44;95.0;10;93.0
47;Dans QP         ;75;83.0;15;94.0
47;Dans QP         ;88;89.0;21;85.0
68;Hors QP         ;106;69.0;13;89.0
68;Hors QP         ;84;87.0;25;97.0
56;Hors QP         ;83;89.0;29;95.0
56;Hors QP         ;85;84.0;20;93.0
48;Dans QP+200m    ;75;71.0;11;90.0
48;Dans QP+200m    ;89;88.0;13;85.0
77;Dans QP+200m    ;121;79.0;20;86.0
77;Dans QP+200m    ;121;69.0;27;91.0
44;Dans QP         ;84;88.0;10;87.0
44;Dans QP         ;71;70.0;8;89.0
44;Dans QP+200m    ;64;91.0;19;94.0
44;Dans QP+200m    ;78;71.0;7;92.0
80;Hors QP         ;123;89.0;32;92.0
80;Hors QP         ;127;98.0;40;91.0
59;Dans QP+200-300m;124;95.0;31;88.0
59;Dans QP+200-300m;135;94.0;36;89.0
102;Dans QP+200m    ;175;77.0;30;92.0
102;Dans QP+200m    ;173;90.0;42;92.0
88;Dans QP+200m    ;116;88.0;20;82.0
88;Dans QP+200m    ;125;85.0;25;89.0
53;Dans QP+200m    ;137;91.0;57;81.0
53;Dans QP+200m    ;133;98.0;57;56.0
45;Dans QP+200m    ;85;81.0;6;93.0
45;Dans QP+200m    ;72;93.0;22;93.0
78;Dans QP         ;131;73.0;17;94.0
78;Dans QP         ;122;75.0;15;85.0
102;Hors QP         ;156;74.0;18;88.0
102;Hors QP         ;146;71.0;18;88.0
70;Dans QP         ;87;93.0;8;95.0
70;Dans QP         ;92;95.0;12;97.0
47;Dans QP         ;99;94.0;21;93.0
47;Dans QP         ;102;92.0;20;84.0
105;Hors QP         ;192;62.0;13;89.0
105;Hors QP         ;166;69.0;4;92.0
59;Hors QP         ;71;90.0;5;83.0
59;Hors QP         ;84;76.0;2;88.0
90;Dans QP+200m    ;124;77.0;11;69.0
90;Dans QP+200m    ;122;82.0;8;75.0
69;Hors QP         ;128;70.0;4;95.0
69;Hors QP         ;113;85.0;3;93.0
48;Hors QP         ;100;79.0;9;91.0
48;Hors QP         ;133;77.0;6;89.0
139;Dans QP         ;195;83.0;10;85.0
139;Dans QP         ;187;81.0;11;80.0
82;Hors QP         ;97;77.0;6;88.0
82;Hors QP         ;113;55.0;6;94.0
139;Dans QP         ;211;66.0;1;86.0
139;Dans QP         ;227;79.0;7;88.0
44;Hors QP         ;73;73.0;18;89.0
44;Hors QP         ;63;70.0;19;96.0
94;Dans QP+200m    ;122;85.0;27;89.0
94;Dans QP+200m    ;158;73.0;19;90.0
69;Dans QP+200m    ;154;84.0;24;88.0
69;Dans QP+200m    ;127;84.0;29;87.0
56;Hors QP         ;106;77.0;15;87.0
56;Hors QP         ;91;81.0;17;90.0
94;Dans QP+200m    ;159;70.0;15;88.0
94;Dans QP+200m    ;151;69.0;10;91.0
46;Hors QP         ;112;86.0;19;88.0
46;Hors QP         ;117;88.0;17;92.0
64;Hors QP         ;112;85.0;16;92.0
64;Hors QP         ;132;70.0;12;94.0
86;Dans QP+200-300m;120;79.0;17;94.0
86;Dans QP+200-300m;118;81.0;23;93.0
48;Dans QP+200m    ;117;79.0;9;91.0
48;Dans QP+200m    ;102;76.0;14;92.0
71;Hors QP         ;159;85.0;25;87.0
71;Hors QP         ;142;92.0;39;90.0
28;Hors QP         ;37;84.0;10;96.0
28;Hors QP         ;55;75.0;7;91.0
54;Hors QP         ;86;90.0;6;94.0
54;Hors QP         ;100;82.0;13;93.0
22;Dans QP+200m    ;32;88.0;10;86.0
60;Hors QP         ;104;76.0;25;83.0
60;Hors QP         ;131;78.0;24;83.0
45;Dans QP+200m    ;96;96.0;27;92.0
45;Dans QP+200m    ;83;81.0;11;88.0
47;Hors QP         ;105;83.0;12;87.0
47;Hors QP         ;78;78.0;5;81.0
41;Hors QP         ;67;78.0;5;84.0
41;Hors QP         ;74;78.0;5;83.0
122;Dans QP+200m    ;220;90.0;46;94.0
122;Dans QP+200m    ;230;90.0;64;92.0
71;Hors QP         ;128;78.0;35;86.0
71;Hors QP         ;95;81.0;24;93.0
50;Hors QP         ;111;80.0;20;96.0
50;Hors QP         ;109;89.0;25;96.0
46;Dans QP+200m    ;78;76.0;20;86.0
46;Dans QP+200m    ;98;91.0;37;86.0
40;Hors QP         ;99;79.0;10;94.0
40;Hors QP         ;115;73.0;20;91.0
56;Dans QP+200m    ;110;77.0;26;93.0
56;Dans QP+200m    ;124;77.0;33;91.0
63;Hors QP         ;96;71.0;9;93.0
63;Hors QP         ;91;82.0;20;90.0
33;Dans QP+200-300m;84;82.0;13;80.0
33;Dans QP+200-300m;82;70.0;8;82.0
48;Dans QP+200m    ;80;86.0;20;94.0
48;Dans QP+200m    ;90;91.0;27;86.0
79;Hors QP         ;151;82.0;15;79.0
79;Hors QP         ;146;80.0;12;81.0
35;Dans QP+200m    ;51;75.0;5;91.0
35;Dans QP+200m    ;52;73.0;5;91.0
20;Hors QP         ;76;76.0;5;83.0
20;Hors QP         ;73;93.0;21;81.0
45;Dans QP         ;82;96.0;16;97.0
45;Dans QP         ;85;86.0;19;94.0
64;Hors QP         ;117;81.0;19;96.0
64;Hors QP         ;99;85.0;19;91.0
56;Hors QP         ;68;100.0;17;81.0
56;Hors QP         ;63;98.0;6;91.0
40;Dans QP         ;53;89.0;6;90.0
40;Dans QP         ;73;88.0;7;96.0
50;Dans QP+200m    ;87;93.0;16;89.0
50;Dans QP+200m    ;81;86.0;20;94.0
70;Hors QP         ;124;92.0;35;93.0
70;Hors QP         ;157;88.0;33;92.0
41;Dans QP+200m    ;89;90.0;16;91.0
41;Dans QP+200m    ;70;87.0;14;97.0
32;Hors QP         ;48;81.0;5;93.0
32;Hors QP         ;48;98.0;13;90.0
87;Dans QP+200-300m;145;83.0;19;89.0
87;Dans QP+200-300m;137;80.0;32;93.0
100;Dans QP+200m    ;192;83.0;37;94.0
100;Dans QP+200m    ;184;81.0;26;96.0
61;Dans QP+200m    ;123;85.0;21;89.0
61;Dans QP+200m    ;142;86.0;22;93.0
56;Hors QP         ;107;88.0;18;84.0
56;Hors QP         ;95;92.0;21;86.0
79;Dans QP+200m    ;144;88.0;23;82.0
79;Dans QP+200m    ;153;86.0;20;92.0
69;Dans QP+200-300m;133;80.0;13;99.0
69;Dans QP+200-300m;142;93.0;39;94.0
96;Dans QP+200m    ;171;82.0;28;90.0
96;Dans QP+200m    ;146;87.0;19;94.0
60;Dans QP         ;113;76.0;24;95.0
60;Dans QP         ;114;73.0;18;87.0
71;Dans QP+200m    ;111;73.0;13;92.0
71;Dans QP+200m    ;146;63.0;14;90.0
72;Dans QP         ;161;81.0;28;90.0
72;Dans QP         ;154;84.0;31;95.0
87;Dans QP+200m    ;132;84.0;31;90.0
87;Dans QP+200m    ;110;78.0;24;93.0
66;Dans QP         ;150;80.0;20;92.0
66;Dans QP         ;147;83.0;27;86.0
61;Dans QP+200m    ;108;77.0;17;92.0
61;Dans QP+200m    ;154;81.0;29;94.0
103;Dans QP+200m    ;200;86.0;49;94.0
103;Dans QP+200m    ;179;85.0;51;94.0
90;Dans QP+200m    ;154;84.0;26;91.0
90;Dans QP+200m    ;150;87.0;14;91.0
63;Dans QP+200m    ;135;73.0;9;89.0
63;Dans QP+200m    ;143;92.0;39;90.0
95;Dans QP+200m    ;132;85.0;28;86.0
95;Dans QP+200m    ;156;86.0;23;87.0
59;Dans QP+200m    ;120;88.0;31;86.0
59;Dans QP+200m    ;107;92.0;37;91.0
63;Dans QP+200m    ;140;88.0;34;89.0
63;Dans QP+200m    ;130;84.0;15;91.0
40;Dans QP+200m    ;143;90.0;30;89.0
40;Dans QP+200m    ;104;83.0;8;91.0
57;Dans QP         ;105;86.0;19;88.0
57;Dans QP         ;132;76.0;19;85.0
39;Dans QP+200m    ;69;86.0;12;85.0
39;Dans QP+200m    ;78;87.0;11;88.0
95;Dans QP+200m    ;147;86.0;18;90.0
95;Dans QP+200m    ;183;92.0;45;91.0
66;Dans QP         ;105;81.0;19;86.0
66;Dans QP         ;131;74.0;8;84.0
72;Dans QP         ;128;61.0;14;96.0
72;Dans QP         ;131;80.0;22;89.0
67;Dans QP+200m    ;132;88.0;20;93.0
67;Dans QP+200m    ;123;78.0;14;88.0
79;Dans QP+200-300m;156;87.0;42;92.0
79;Dans QP+200-300m;168;82.0;32;93.0
74;Dans QP+200m    ;118;77.0;12;90.0
74;Dans QP+200m    ;106;64.0;15;89.0
45;Dans QP+200m    ;84;90.0;11;96.0
45;Dans QP+200m    ;92;77.0;10;99.0
69;Dans QP         ;86;78.0;14;97.0
69;Dans QP         ;87;84.0;14;90.0
66;Hors QP         ;126;85.0;25;92.0
66;Hors QP         ;111;86.0;34;91.0
87;Dans QP+200-300m;192;90.0;56;94.0
87;Dans QP+200-300m;196;95.0;69;96.0
63;Dans QP+200m    ;126;79.0;19;93.0
63;Dans QP+200m    ;117;78.0;15;92.0
67;Hors QP         ;118;86.0;29;94.0
67;Hors QP         ;121;83.0;25;98.0
73;Dans QP+200m    ;127;83.0;27;91.0
73;Dans QP+200m    ;139;81.0;25;90.0
27;Hors QP         ;57;77.0;10;90.0
27;Hors QP         ;62;76.0;9;92.0
77;Dans QP         ;130;83.0;17;93.0
77;Dans QP         ;83;89.0;21;90.0
55;Dans QP+200m    ;93;91.0;28;91.0
55;Dans QP+200m    ;112;88.0;22;91.0
56;Dans QP+200-300m;135;80.0;21;91.0
56;Dans QP+200-300m;154;83.0;39;91.0
45;Dans QP+200-300m;89;78.0;17;92.0
45;Dans QP+200-300m;89;81.0;25;91.0
55;Hors QP         ;88;92.0;52;89.0
55;Hors QP         ;78;78.0;20;84.0
47;Dans QP+200-300m;83;66.0;11;93.0
47;Dans QP+200-300m;90;79.0;12;89.0
65;Dans QP+200m    ;105;85.0;20;84.0
65;Dans QP+200m    ;134;78.0;18;88.0
70;Dans QP+200m    ;119;82.0;15;97.0
70;Dans QP+200m    ;92;71.0;16;87.0
88;Dans QP+200m    ;168;95.0;29;87.0
88;Dans QP+200m    ;131;87.0;13;90.0
60;Dans QP+200m    ;110;75.0;8;87.0
60;Dans QP+200m    ;126;79.0;7;82.0
88;Dans QP+200m    ;182;82.0;34;91.0
88;Dans QP+200m    ;190;86.0;34;90.0
77;Dans QP+200m    ;159;88.0;26;83.0
77;Dans QP+200m    ;142;82.0;29;89.0
66;Dans QP+200m    ;129;87.0;36;88.0
66;Dans QP+200m    ;110;90.0;31;83.0
69;Hors QP         ;143;85.0;27;93.0
69;Hors QP         ;133;88.0;29;86.0
74;Hors QP         ;130;80.0;28;86.0
74;Hors QP         ;110;85.0;25;93.0
53;Hors QP         ;133;91.0;18;87.0
53;Hors QP         ;116;86.0;22;93.0
96;Dans QP         ;124;83.0;18;90.0
96;Dans QP         ;152;78.0;15;88.0
60;Dans QP+200m    ;130;81.0;6;96.0
60;Dans QP+200m    ;127;78.0;19;91.0
71;Dans QP         ;72;75.0;7;83.0
71;Dans QP         ;115;82.0;18;92.0
67;Dans QP         ;150;84.0;30;96.0
67;Dans QP         ;142;80.0;24;92.0
81;Dans QP+200-300m;173;90.0;25;92.0
81;Dans QP+200-300m;183;79.0;18;92.0
54;Dans QP+200m    ;113;80.0;20;96.0
54;Dans QP+200m    ;113;84.0;20;93.0
90;Dans QP         ;110;82.0;7;92.0
90;Dans QP         ;105;66.0;18;95.0
59;Dans QP+200-300m;120;89.0;13;90.0
59;Dans QP+200-300m;116;85.0;17;91.0
52;Dans QP+200m    ;102;81.0;16;90.0
52;Dans QP+200m    ;121;86.0;22;88.0
50;Dans QP+200m    ;97;92.0;32;93.0
50;Dans QP+200m    ;104;94.0;34;91.0
73;Dans QP+200m    ;96;70.0;7;88.0
73;Dans QP+200m    ;113;76.0;10;87.0
87;Dans QP+200m    ;127;83.0;22;94.0
87;Dans QP+200m    ;89;85.0;16;91.0
62;Hors QP         ;93;77.0;10;94.0
62;Hors QP         ;100;77.0;19;97.0
125;Hors QP         ;193;83.0;41;91.0
125;Hors QP         ;202;81.0;36;87.0
86;Dans QP         ;163;72.0;25;88.0
86;Dans QP         ;157;79.0;14;90.0
85;Hors QP         ;187;72.0;25;95.0
85;Hors QP         ;169;81.0;17;95.0
80;Dans QP+200m    ;90;88.0;27;93.0
80;Dans QP+200m    ;108;90.0;25;96.0
69;Hors QP         ;109;69.0;7;92.0
69;Hors QP         ;97;69.0;7;92.0
52;Hors QP         ;69;86.0;19;89.0
52;Hors QP         ;74;89.0;8;91.0
35;Hors QP         ;81;80.0;20;99.0
35;Hors QP         ;84;92.0;14;94.0
113;Dans QP         ;173;83.0;20;91.0
113;Dans QP         ;182;90.0;52;92.0
81;Dans QP+200m    ;126;81.0;26;86.0
81;Dans QP+200m    ;143;86.0;35;89.0
48;Hors QP         ;78;92.0;25;99.0
48;Hors QP         ;91;78.0;15;96.0
55;Hors QP         ;91;84.0;5;87.0
55;Hors QP         ;92;90.0;16;83.0
30;Hors QP         ;71;94.0;9;92.0
30;Hors QP         ;73;88.0;6;90.0
160;Hors QP         ;289;70.0;7;95.0
160;Hors QP         ;252;60.0;12;94.0
231;Hors QP         ;398;58.0;18;94.0
231;Hors QP         ;400;65.0;50;95.0
230;Hors QP         ;366;75.0;25;88.0
230;Hors QP         ;379;71.0;34;92.0
157;Hors QP         ;335;59.0;16;96.0
157;Hors QP         ;390;57.0;16;94.0
149;Hors QP         ;331;60.0;12;94.0
149;Hors QP         ;352;59.0;13;94.0
151;Hors QP         ;311;64.0;15;95.0
151;Hors QP         ;343;72.0;28;95.0
111;Hors QP         ;178;93.0;21;94.0
111;Hors QP         ;174;90.0;12;94.0
44;Dans QP+200m    ;70;93.0;17;85.0
44;Dans QP+200m    ;68;79.0;18;83.0
31;Hors QP         ;75;93.0;11;94.0
31;Hors QP         ;81;91.0;20;90.0
49;Dans QP+200m    ;106;87.0;25;92.0
49;Dans QP+200m    ;93;88.0;21;94.0
19;Hors QP         ;47;87.0;3;94.0
19;Hors QP         ;33;73.0;5;95.0
49;Dans QP+200m    ;131;95.0;47;92.0
49;Dans QP+200m    ;102;88.0;28;93.0
39;Hors QP         ;79;85.0;12;91.0
39;Hors QP         ;59;73.0;17;83.0
39;Hors QP         ;95;88.0;12;79.0
39;Hors QP         ;106;88.0;10;87.0
54;Hors QP         ;119;81.0;17;81.0
54;Hors QP         ;95;84.0;20;82.0
46;Dans QP+200m    ;97;79.0;21;89.0
46;Dans QP+200m    ;96;77.0;27;90.0
47;Dans QP         ;62;90.0;26;91.0
47;Dans QP         ;84;92.0;25;93.0
28;Hors QP         ;30;93.0;12;93.0
28;Hors QP         ;42;69.0;7;94.0
66;Hors QP         ;107;89.0;22;95.0
66;Hors QP         ;103;94.0;27;97.0
31;Dans QP+200-300m;70;91.0;30;82.0
31;Dans QP+200-300m;91;92.0;41;85.0
86;Dans QP         ;175;71.0;38;90.0
86;Dans QP         ;147;83.0;48;85.0
56;Dans QP+200m    ;92;74.0;16;90.0
56;Dans QP+200m    ;115;81.0;11;93.0
61;Dans QP+200m    ;110;85.0;23;95.0
61;Dans QP+200m    ;101;91.0;26;86.0
25;Dans QP+200m    ;55;95.0;14;69.0
25;Dans QP+200m    ;54;91.0;5;78.0
100;Dans QP+200m    ;166;82.0;35;91.0
100;Dans QP+200m    ;153;88.0;35;92.0
41;Dans QP         ;86;98.0;12;85.0
41;Dans QP         ;72;90.0;14;88.0
75;Dans QP+200m    ;95;66.0;8;90.0
75;Dans QP+200m    ;116;77.0;10;87.0
100;Dans QP+200m    ;135;93.0;51;89.0
100;Dans QP+200m    ;126;87.0;22;89.0
56;Dans QP+200m    ;98;82.0;26;86.0
56;Dans QP+200m    ;88;82.0;23;84.0
82;Dans QP         ;160;87.0;47;92.0
82;Dans QP         ;188;88.0;52;94.0
56;Dans QP         ;129;79.0;29;93.0
56;Dans QP         ;128;88.0;45;84.0
90;Dans QP+200m    ;190;79.0;51;92.0
90;Dans QP+200m    ;161;78.0;22;92.0
71;Dans QP         ;112;84.0;33;90.0
71;Dans QP         ;106;84.0;19;89.0
53;Dans QP+200m    ;127;90.0;39;88.0
53;Dans QP+200m    ;113;96.0;23;89.0
63;Dans QP+200m    ;122;88.0;37;88.0
63;Dans QP+200m    ;111;78.0;22;89.0
85;Hors QP         ;164;73.0;27;97.0
85;Hors QP         ;189;81.0;36;91.0
92;Dans QP+200m    ;137;78.0;24;91.0
92;Dans QP+200m    ;135;78.0;28;91.0
54;Dans QP+200m    ;119;75.0;23;86.0
